Id,Prediction,Date,File,StartTime,ElapsedTime,BusyTime,Commands,editOrInsertPercentage,debugPercentage,navigationPercentage,focusPercentage,removePercentage,editPercentage,COMMAND_RATE,NAVIGATION_RATE,DEBUG_RATE,FOCUS_RATE,EDIT_RATE,REMOVE_RATE,INSERT_RATE,webLinkTimes,Web Page Visits
34,,Wed Oct 11 12:55:17 EDT 2023,SocialDistance.pl,1697043317658,19458,0,(R)1(I)1(R)1(I)1(R)1(I)2(R)1(I)6(R)1(I)1(R)1(I)1(R)1(I)3(R)2(I)1,64.0,0.0,0.0,0.0,36.0,0.0,1.3157894736842106,0.0,0.0,0.0,0.0,0.47368421052631576,0.8421052631578947,0.0,[]
35,,Wed Oct 11 12:55:37 EDT 2023,SocialDistance.pl,1697043337116,7660,7660,(I)1(R)2(I)2(R)2(I)4(R)4(I)6(R)2,56.52173913043478,0.0,0.0,0.0,43.47826086956522,0.0,3.2857142857142856,0.0,0.0,0.0,0.0,1.4285714285714286,1.8571428571428572,0.0,[]
36,,Wed Oct 11 12:55:44 EDT 2023,SocialDistance.pl,1697043344910,7408,7408,(R)4(I)10(R)4(I)6,66.66666666666666,0.0,0.0,0.0,33.33333333333333,0.0,3.4285714285714284,0.0,0.0,0.0,0.0,1.1428571428571428,2.2857142857142856,0.0,[]
37,,Wed Oct 11 12:55:52 EDT 2023,SocialDistance.pl,1697043352819,26091,0,(I)4(R)4(I)16,83.33333333333334,0.0,0.0,0.0,16.666666666666664,0.0,0.9230769230769231,0.0,0.0,0.0,0.0,0.15384615384615385,0.7692307692307693,0.0,[]
38,,Wed Oct 11 12:55:38 EDT 2023,SocialDistance.pl,1697043338332,55141,0,(R)1(I)1(R)1(I)1(R)1(I)1(R)1(I)1(R)1(I)1(R)1(I)14,76.0,0.0,0.0,0.0,24.0,0.0,0.45454545454545453,0.0,0.0,0.0,0.0,0.10909090909090909,0.34545454545454546,0.0,[]
40,,Wed Oct 11 12:56:40 EDT 2023,SocialDistance.pl,1697043400217,17276,0,(F)4(I)16,80.0,0.0,0.0,20.0,0.0,0.0,1.1764705882352942,0.0,0.0,0.23529411764705882,0.0,0.0,0.9411764705882353,0.0,[]
41,,Wed Oct 11 12:56:57 EDT 2023,SocialDistance.pl,1697043417493,2096,2096,(I)25,100.0,0.0,0.0,0.0,0.0,0.0,12.5,0.0,0.0,0.0,0.0,0.0,12.5,0.0,[]
42,,Wed Oct 11 12:56:59 EDT 2023,SocialDistance.pl,1697043419695,5282,5282,(I)25,100.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,[]
43,,Wed Oct 11 12:57:04 EDT 2023,SocialDistance.pl,1697043424977,30613,0,(I)3(R)1(I)6(R)2(I)6(F)2(I)4,79.16666666666666,0.0,0.0,8.333333333333332,12.5,0.0,0.8,0.0,0.0,0.06666666666666667,0.0,0.1,0.6333333333333333,0.0,[]
44,,Wed Oct 11 12:57:40 EDT 2023,SocialDistance.pl,1697043460031,9560,9560,(I)8(R)2(I)2(R)5(I)2(R)2(I)2,60.86956521739131,0.0,0.0,0.0,39.130434782608695,0.0,2.5555555555555554,0.0,0.0,0.0,0.0,1.0,1.5555555555555556,0.0,[]
45,,Wed Oct 11 12:57:50 EDT 2023,SocialDistance.pl,1697043470034,2875,2875,(I)18(R)1(I)5,95.83333333333334,0.0,0.0,0.0,4.166666666666666,0.0,12.0,0.0,0.0,0.0,0.0,0.5,11.5,0.0,[]
46,,Wed Oct 11 12:57:53 EDT 2023,SocialDistance.pl,1697043473078,7518,7518,(I)12(R)2(F)2(I)8,83.33333333333334,0.0,0.0,8.333333333333332,8.333333333333332,0.0,3.4285714285714284,0.0,0.0,0.2857142857142857,0.0,0.2857142857142857,2.857142857142857,0.0,[]
48,,Wed Oct 11 12:58:04 EDT 2023,SocialDistance.pl,1697043484406,27652,0,(I)23,100.0,0.0,0.0,0.0,0.0,0.0,0.8518518518518519,0.0,0.0,0.0,0.0,0.0,0.8518518518518519,0.0,[]
49,,Wed Oct 11 12:58:32 EDT 2023,SocialDistance.pl,1697043512058,10186,0,(I)25,100.0,0.0,0.0,0.0,0.0,0.0,2.5,0.0,0.0,0.0,0.0,0.0,2.5,0.0,[]
50,,Wed Oct 11 12:58:42 EDT 2023,SocialDistance.pl,1697043522244,16589,0,(I)5(R)1(I)9(R)4(I)4(R)2,72.0,0.0,0.0,0.0,28.000000000000004,0.0,1.5625,0.0,0.0,0.0,0.0,0.4375,1.125,0.0,[]
51,,Wed Oct 11 12:58:59 EDT 2023,SocialDistance.pl,1697043539417,20208,0,(I)13(R)1(I)11,96.0,0.0,0.0,0.0,4.0,0.0,1.25,0.0,0.0,0.0,0.0,0.05,1.2,0.0,[]
52,,Wed Oct 11 12:59:19 EDT 2023,SocialDistance.pl,1697043559625,6105,6105,(I)25,100.0,0.0,0.0,0.0,0.0,0.0,4.166666666666667,0.0,0.0,0.0,0.0,0.0,4.166666666666667,0.0,[]
53,,Wed Oct 11 12:59:25 EDT 2023,SocialDistance.pl,1697043565730,12767,0,(I)25,100.0,0.0,0.0,0.0,0.0,0.0,2.0833333333333335,0.0,0.0,0.0,0.0,0.0,2.0833333333333335,0.0,[]
54,,Wed Oct 11 12:59:38 EDT 2023,SocialDistance.pl,1697043578497,4140,4140,(I)23(R)1,95.83333333333334,0.0,0.0,0.0,4.166666666666666,0.0,6.0,0.0,0.0,0.0,0.0,0.25,5.75,0.0,[]
55,,Wed Oct 11 12:59:43 EDT 2023,SocialDistance.pl,1697043583174,16609,0,(I)25,100.0,0.0,0.0,0.0,0.0,0.0,1.5625,0.0,0.0,0.0,0.0,0.0,1.5625,0.0,[]
56,,Wed Oct 11 12:59:59 EDT 2023,SocialDistance.pl,1697043599783,19499,0,(I)25,100.0,0.0,0.0,0.0,0.0,0.0,1.3157894736842106,0.0,0.0,0.0,0.0,0.0,1.3157894736842106,0.0,[]
57,,Wed Oct 11 13:00:19 EDT 2023,SocialDistance.pl,1697043619282,22106,0,(I)23(R)1(I)1,96.0,0.0,0.0,0.0,4.0,0.0,1.1363636363636365,0.0,0.0,0.0,0.0,0.045454545454545456,1.0909090909090908,0.0,[]
58,,Wed Oct 11 13:00:41 EDT 2023,SocialDistance.pl,1697043641388,11310,0,(I)6(R)4(I)15,84.0,0.0,0.0,0.0,16.0,0.0,2.272727272727273,0.0,0.0,0.0,0.0,0.36363636363636365,1.9090909090909092,0.0,[]
59,,Wed Oct 11 13:00:52 EDT 2023,SocialDistance.pl,1697043652698,-50243,-50243,(I)25,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,null,0.0,0.0,[]
60,,Wed Oct 11 13:00:21 EDT 2023,SocialDistance.pl,1697043621379,52879,0,(I)3(R)1(I)1(R)1(I)19,92.0,0.0,0.0,0.0,8.0,0.0,0.4807692307692308,0.0,0.0,0.0,0.0,0.038461538461538464,0.4423076923076923,0.0,[]
61,,Wed Oct 11 13:01:14 EDT 2023,SocialDistance.pl,1697043674258,9205,9205,(I)23,100.0,0.0,0.0,0.0,0.0,0.0,2.5555555555555554,0.0,0.0,0.0,0.0,0.0,2.5555555555555554,0.0,[]
62,,Wed Oct 11 13:01:23 EDT 2023,SocialDistance.pl,1697043683763,15963,0,(I)25,100.0,0.0,0.0,0.0,0.0,0.0,1.6666666666666667,0.0,0.0,0.0,0.0,0.0,1.6666666666666667,0.0,[]
63,,Wed Oct 11 13:01:39 EDT 2023,SocialDistance.pl,1697043699726,7058,7058,(I)25,100.0,0.0,0.0,0.0,0.0,0.0,3.5714285714285716,0.0,0.0,0.0,0.0,0.0,3.5714285714285716,0.0,[]
64,,Wed Oct 11 13:01:46 EDT 2023,SocialDistance.pl,1697043706784,10721,0,(I)25,100.0,0.0,0.0,0.0,0.0,0.0,2.5,0.0,0.0,0.0,0.0,0.0,2.5,0.0,[]
65,,Wed Oct 11 13:01:58 EDT 2023,SocialDistance.pl,1697043718285,-4451,-4451,(I)22(R)2(I)1,92.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,null,0.0,0.0,[]
70,,Wed Oct 11 13:02:33 EDT 2023,SocialDistance.pl,1697043753765,58258,0,(D)1(F)1(I)3(F)4(I)1(D)1(I)1,41.66666666666667,16.666666666666664,0.0,41.66666666666667,0.0,0.0,0.20689655172413793,0.0,0.034482758620689655,0.08620689655172414,0.0,0.0,0.08620689655172414,0.0,[]
75,,Wed Oct 11 13:04:03 EDT 2023,SocialDistance.pl,1697043843664,12452,0,(D)1(F)2(I)3(R)1(I)1(R)1(I)5(R)2,56.25,6.25,0.0,12.5,25.0,0.0,1.3333333333333333,0.0,0.08333333333333333,0.16666666666666666,0.0,0.3333333333333333,0.75,0.0,[]
76,,Wed Oct 11 13:04:16 EDT 2023,SocialDistance.pl,1697043856186,8273,8273,(R)2(I)2(R)2(I)4(R)2(I)13,76.0,0.0,0.0,0.0,24.0,0.0,3.125,0.0,0.0,0.0,0.0,0.75,2.375,0.0,[]
79,,Wed Oct 11 13:04:46 EDT 2023,SocialDistance.pl,1697043886067,-26762,-26762,(D)1(R)1(I)1,33.33333333333333,33.33333333333333,0.0,0.0,33.33333333333333,0.0,0.0,0.0,0.0,0.0,0.0,null,0.0,0.0,[]
81,,Wed Oct 11 13:04:54 EDT 2023,SocialDistance.pl,1697043894746,74977,0,(F)2(I)2(F)2(I)1(F)4(I)1,33.33333333333333,0.0,0.0,66.66666666666666,0.0,0.0,0.16216216216216217,0.0,0.0,0.10810810810810811,0.0,0.0,0.05405405405405406,0.0,[]
82,,Wed Oct 11 13:06:15 EDT 2023,SocialDistance.pl,1697043975171,7413111,0,(I)1(F)2(I)2(F)8(I)6,47.368421052631575,0.0,0.0,52.63157894736842,0.0,0.0,0.0025630648860110617,0.0,0.0,0.0013489815189531903,0.0,0.0,0.0012140833670578712,0.0,[]
83,,Wed Oct 11 15:09:48 EDT 2023,SocialDistance.pl,1697051388793,1675406,0,(I)18(F)2(I)2(F)1,86.95652173913044,0.0,0.0,13.043478260869565,0.0,0.0,0.01373134328358209,0.0,0.0,0.001791044776119403,0.0,0.0,0.011940298507462687,0.0,[]
84,,Wed Oct 11 15:38:23 EDT 2023,SocialDistance.pl,1697053103776,597113,0,(F)5(I)6(F)2(I)5(F)2(I)3,60.86956521739131,0.0,0.0,39.130434782608695,0.0,0.0,0.038525963149078725,0.0,0.0,0.01507537688442211,0.0,0.0,0.023450586264656615,0.0,[]
85,,Wed Oct 11 15:48:25 EDT 2023,SocialDistance.pl,1697053705226,33768,0,(I)22(F)2(I)1,92.0,0.0,0.0,8.0,0.0,0.0,0.7575757575757576,0.0,0.0,0.06060606060606061,0.0,0.0,0.696969696969697,0.0,[]
86,,Wed Oct 11 15:48:58 EDT 2023,SocialDistance.pl,1697053738994,229626,0,(I)5(F)2(I)6(F)12,44.0,0.0,0.0,56.00000000000001,0.0,0.0,0.1091703056768559,0.0,0.0,0.0611353711790393,0.0,0.0,0.048034934497816595,0.0,[]
87,,Wed Oct 11 15:52:49 EDT 2023,SocialDistance.pl,1697053969159,10390,0,(F)2(I)6(R)3(I)4(R)2(I)4(R)2(I)1,62.5,0.0,0.0,8.333333333333332,29.166666666666668,0.0,2.4,0.0,0.0,0.2,0.0,0.7,1.5,0.0,[]
88,,Wed Oct 11 15:52:59 EDT 2023,SocialDistance.pl,1697053979549,3431,3431,(I)2(R)1(I)1(R)1(I)1(R)1(I)1(R)1(I)1(R)1(I)3(R)2(I)4(R)2(I)3,64.0,0.0,0.0,0.0,36.0,0.0,8.333333333333334,0.0,0.0,0.0,0.0,3.0,5.333333333333333,0.0,[]
89,,Wed Oct 11 15:53:02 EDT 2023,SocialDistance.pl,1697053982980,5725,5725,(I)1(R)2(I)2(R)2(I)2(R)1(I)1(R)1(I)1(R)1(I)1(R)2(I)2,52.63157894736842,0.0,0.0,0.0,47.368421052631575,0.0,3.8,0.0,0.0,0.0,0.0,1.8,2.0,0.0,[]
90,,Wed Oct 11 15:53:08 EDT 2023,SocialDistance.pl,1697053988863,4758,4758,(R)2(I)2(R)2(I)2(R)2(I)2(R)2(I)2,50.0,0.0,0.0,0.0,50.0,0.0,4.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,[]
91,,Wed Dec 31 19:00:00 EST 1969,SocialDistance.pl,0,-1,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,null,0.0,0.0,[]
92,,Wed Dec 31 19:00:00 EST 1969,SocialDistance.pl,0,-1,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,null,0.0,0.0,[]
93,,Wed Oct 11 15:53:15 EDT 2023,SocialDistance.pl,1697053995707,4316,4316,(R)2(I)2(R)2,33.33333333333333,0.0,0.0,0.0,66.66666666666666,0.0,1.5,0.0,0.0,0.0,0.0,1.0,0.5,0.0,[]
94,,Wed Oct 11 15:53:20 EDT 2023,SocialDistance.pl,1697054000372,3386,3386,(R)2(I)2(R)2(I)2(R)2(I)2,50.0,0.0,0.0,0.0,50.0,0.0,4.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,[]
95,,Wed Oct 11 15:53:23 EDT 2023,SocialDistance.pl,1697054003759,2801,2801,(R)2(I)2,50.0,0.0,0.0,0.0,50.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,[]
96,,Wed Dec 31 19:00:00 EST 1969,SocialDistance.pl,0,-1,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,null,0.0,0.0,[]
97,,Wed Dec 31 19:00:00 EST 1969,SocialDistance.pl,0,-1,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,null,0.0,0.0,[]
98,,Wed Oct 11 15:53:28 EDT 2023,SocialDistance.pl,1697054008727,2799,2799,(R)2(I)2,50.0,0.0,0.0,0.0,50.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,[]
99,,Wed Oct 11 15:53:31 EDT 2023,SocialDistance.pl,1697054011526,598,598,(R)2(I)2(R)1(I)1(R)1(I)1(R)1(I)1(R)1(I)1(R)2(I)1(R)1(I)1(R)1(I)1(R)1(I)1(R)1(I)1(R)1,45.83333333333333,0.0,0.0,0.0,54.166666666666664,0.0,0.0,0.0,0.0,0.0,0.0,null,0.0,0.0,[]
100,,Wed Oct 11 15:53:32 EDT 2023,SocialDistance.pl,1697054012285,5594,5594,(I)1(R)1(I)1(R)1(I)1(R)3(I)2(R)2(I)2(R)2,43.75,0.0,0.0,0.0,56.25,0.0,3.2,0.0,0.0,0.0,0.0,1.8,1.4,0.0,[]
101,,Wed Oct 11 15:53:38 EDT 2023,SocialDistance.pl,1697054018528,16192,0,(R)2(I)2(R)1(I)1(R)1(I)1(R)2(I)8(F)2,60.0,0.0,0.0,10.0,30.0,0.0,1.25,0.0,0.0,0.125,0.0,0.375,0.75,0.0,[]
102,,Wed Oct 11 15:53:55 EDT 2023,SocialDistance.pl,1697054035490,45787,0,(I)16(F)2(I)2(R)2(I)2,83.33333333333334,0.0,0.0,8.333333333333332,8.333333333333332,0.0,0.5333333333333333,0.0,0.0,0.044444444444444446,0.0,0.044444444444444446,0.4444444444444444,0.0,[]
103,,Wed Oct 11 15:53:41 EDT 2023,SocialDistance.pl,1697054021563,84481,0,(I)3(R)2(I)1(R)2(I)2(R)2(I)9,71.42857142857143,0.0,0.0,0.0,28.57142857142857,0.0,0.25,0.0,0.0,0.0,0.0,0.07142857142857142,0.17857142857142858,0.0,[]
104,,Wed Oct 11 15:55:06 EDT 2023,SocialDistance.pl,1697054106045,20512,0,(I)5(F)4(R)1(I)2(R)1(I)2(R)4(I)5,58.333333333333336,0.0,0.0,16.666666666666664,25.0,0.0,1.2,0.0,0.0,0.2,0.0,0.3,0.7,0.0,[]
105,,Wed Oct 11 15:55:26 EDT 2023,SocialDistance.pl,1697054126558,94571,0,(I)1(F)2(I)9(F)2(I)2(F)2(I)6,75.0,0.0,0.0,25.0,0.0,0.0,0.2553191489361702,0.0,0.0,0.06382978723404255,0.0,0.0,0.19148936170212766,0.0,[]
109,,Wed Oct 11 15:57:28 EDT 2023,SocialDistance.pl,1697054248995,98327,0,(D)4(F)1(I)1(F)1,14.285714285714285,57.14285714285714,0.0,28.57142857142857,0.0,0.0,0.07142857142857142,0.0,0.04081632653061224,0.02040816326530612,0.0,0.0,0.01020408163265306,0.0,[]
110,,Wed Oct 11 16:05:25 EDT 2023,SocialDistance.pl,1697054725092,16204089,0,(F)1(I)2(F)2(I)2(F)2(I)2(F)2(I)10,69.56521739130434,0.0,0.0,30.434782608695656,0.0,0.0,0.0014194026166378672,0.0,0.0,4.319921007158726E-4,0.0,0.0,9.874105159219946E-4,0.0,[]
111,,Wed Oct 11 20:35:29 EDT 2023,SocialDistance.pl,1697070929181,2870,2870,(I)4(R)4(I)10,77.77777777777779,0.0,0.0,0.0,22.22222222222222,0.0,9.0,0.0,0.0,0.0,0.0,2.0,7.0,0.0,[]
112,,Wed Oct 11 20:35:32 EDT 2023,SocialDistance.pl,1697070932724,-1792,-1792,(I)16(F)3(I)1(R)1(I)1(R)1(I)1,79.16666666666666,0.0,0.0,12.5,8.333333333333332,0.0,0.0,0.0,0.0,0.0,0.0,null,0.0,0.0,[]
113,,Wed Oct 11 20:35:31 EDT 2023,SocialDistance.pl,1697070931332,21227,0,(R)1(I)2(R)1(I)1(F)1(I)8(F)1(R)1(F)1(I)6,73.91304347826086,0.0,0.0,13.043478260869565,13.043478260869565,0.0,1.0952380952380953,0.0,0.0,0.14285714285714285,0.0,0.14285714285714285,0.8095238095238095,0.0,[]
114,,Wed Oct 11 20:35:52 EDT 2023,SocialDistance.pl,1697070952559,1845,1845,(I)7(R)13(I)5,48.0,0.0,0.0,0.0,52.0,0.0,25.0,0.0,0.0,0.0,0.0,13.0,12.0,0.0,[]
115,,Wed Oct 11 20:35:54 EDT 2023,SocialDistance.pl,1697070954404,2143,2143,(I)25,100.0,0.0,0.0,0.0,0.0,0.0,12.5,0.0,0.0,0.0,0.0,0.0,12.5,0.0,[]
116,,Wed Oct 11 20:35:54 EDT 2023,SocialDistance.pl,1697070954098,12195,0,(I)23,100.0,0.0,0.0,0.0,0.0,0.0,1.9166666666666667,0.0,0.0,0.0,0.0,0.0,1.9166666666666667,0.0,[]
117,,Wed Oct 11 20:36:06 EDT 2023,SocialDistance.pl,1697070966293,2801,2801,(I)1(R)6(I)18,76.0,0.0,0.0,0.0,24.0,0.0,12.5,0.0,0.0,0.0,0.0,3.0,9.5,0.0,[]
118,,Wed Oct 11 20:36:01 EDT 2023,SocialDistance.pl,1697070961784,11189,0,(I)2(R)1(I)22,96.0,0.0,0.0,0.0,4.0,0.0,2.272727272727273,0.0,0.0,0.0,0.0,0.09090909090909091,2.1818181818181817,0.0,[]
